Capability,Task,Business Process,Activity,Support Level,Customization Effort,System,Comments,Vendor
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Manage_Orders_and_Referrals,,,,,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Obtain_Patient_History,,,,,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Plan_Treatment,,,,,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Provide_Direct_Care_Services,,,,,
Amputee_Care,"Identify_those_with_limb_loss,_at_risk_of_limb_loss,_or_who_have_had_limb_salvage",Profiling,Track_Procedures,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Administer_Managed_Care_Contracts,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Collaborate_and_Partner_with_Beneficiary,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Coordinate_Veterans_National_Communication_Outreach,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Develop_Care_Models_and_Management_Programs_for_Targeted_Populations,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Develop_Evidenced-_Based_Protocols_and_Condition_Guidelines,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Develop_Implementation_Process_for_Population_Health_ManagementPrograms,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,"Develop_Standards_for_Process,_Clinical_Outcomes_and_Metrics",,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Develop_Tools_and_Models_for_Care_Management_Initiatives,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Direct_Care_Record_Management_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Identify_Appropriate_Performance_Measures_and_Standards,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Identify_Initiatives_for_High_Prioritized_Populations,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Implement_Performance_Measures_and_Standards,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Maintain_Beneficiary_Health_Profile,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Manage_Beneficiary_Encounter,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Manage_Capitation,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Manage_Health_Benefit_Programs,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Manage_and_Report_Incidents,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Meet_Regulatory_Requirements,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Medical_Performance,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Performance_Against_Standards,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Performance_Management,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Plan_Medical_Mission,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Plan_Treatment,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,ProvideCare_Coordination,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Contracting_Services_Support,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Health_Maintenance,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Quality_Improvement_management,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,,,,,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Document_Care_Plans_and_Delivery_of_Service,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Evaluate_Beneficiary_Health_Status,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Beneficiary_Encounter,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Orders_and_Referrals,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Patient_History,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,ApplyBeneficiary_Care_Management_Guidelines,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Assess_Appropriate_Beneficiary_Care_Services,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Coordinate_Workflow_and_Case_Management_Procedures,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Direct_Care_Record_Management_Services,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Document_Care_Plans_and_Delivery_of_Service,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Evaluate_Beneficiary_Health_Status,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Maintain_Beneficiary_Health_Profile,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Manage_Beneficiary_Encounter,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Manage_Orders_and_Referrals,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Monitor_Health_Status_and_Progress,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Provide_Appropriate_Level_of_Care_and_Service,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Provide_Direct_Care_Services,,,,,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Verify_Completion_ofHealthcare_Services,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,"Develop_and_Implement_Measurement_Data_Collection,_Analysis,_and_Reporting_Procedures",,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Identify_Appropriate_Performance_Measures_and_Standards,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Manage_Radiation_Control_Program,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Manage_and_Report_Incidents,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Monitor_Process_and_Performance_Indicators,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Monitor_and_Report_Compliance_to_Standards_and_Outcomes,,,,,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Provide_Policy_and_Procedures_for_Anesthesia_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Administer_Managed_Care_Contracts,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Collaborate_and_Partner_with_Beneficiary,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Coordinate_Veterans_National_Communication_Outreach,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Care_Models_and_Management_Programs_for_Targeted_Populations,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Evidenced-_Based_Protocols_and_Condition_Guidelines,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Implementation_Process_for_Population_Health_ManagementPrograms,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Develop_Standards_for_Process,_Clinical_Outcomes_and_Metrics",,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Tools_and_Models_for_Care_Management_Initiatives,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Direct_Care_Record_Management_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Identify_Appropriate_Performance_Measures_and_Standards,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Identify_Initiatives_for_High_Prioritized_Populations,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Implement_Performance_Measures_and_Standards,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Maintain_Beneficiary_Health_Profile,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Beneficiary_Encounter,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Capitation,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Health_Benefit_Programs,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_and_Report_Incidents,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Meet_Regulatory_Requirements,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Medical_Performance,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Performance_Against_Standards,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Performance_Management,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Plan_Medical_Mission,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Plan_Treatment,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,ProvideCare_Coordination,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Contracting_Services_Support,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Health_Maintenance,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Quality_Improvement_management,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,,,,,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,,,,,
Burn_Care,Provide_burn_care,Dermatology,Administer_Health_Risk_Screening,,,,,
Burn_Care,Provide_burn_care,Dermatology,Assess_Appropriate_Beneficiary_Care_Services,,,,,
Burn_Care,Provide_burn_care,Dermatology,Check-In_Patient,,,,,
Burn_Care,Provide_burn_care,Dermatology,"Coordinate_Beneficiary_Appointments,_Referrals_and_Follow-ups",,,,,
Burn_Care,Provide_burn_care,Dermatology,Direct_Care_Record_Management_Services,,,,,
Burn_Care,Provide_burn_care,Dermatology,Document_Care_Plans_and_Delivery_of_Service,,,,,
Burn_Care,Provide_burn_care,Dermatology,Evaluate_Beneficiary_Health_Status,,,,,
Burn_Care,Provide_burn_care,Dermatology,Initiate_Care_Plan_and_Perform_Intervention_Service,,,,,
Burn_Care,Provide_burn_care,Dermatology,Maintain_Accurate_Beneficiary_Information,,,,,
Burn_Care,Provide_burn_care,Dermatology,Maintain_Beneficiary_Health_Profile,,,,,
Burn_Care,Provide_burn_care,Dermatology,Manage_Beneficiary_Eligibility_Process,,,,,
Burn_Care,Provide_burn_care,Dermatology,Manage_Beneficiary_Encounter,,,,,
Burn_Care,Provide_burn_care,Dermatology,Manage_Orders_and_Referrals,,,,,
Burn_Care,Provide_burn_care,Dermatology,Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Burn_Care,Provide_burn_care,Dermatology,Obtain_Patient_History,,,,,
Burn_Care,Provide_burn_care,Dermatology,Plan_Treatment,,,,,
Burn_Care,Provide_burn_care,Dermatology,Provide_Direct_Care_Services,,,,,
Burn_Care,Provide_burn_care,Dermatology,Track_Procedures,,,,,
Burn_Care,Provide_burn_care,Dermatology,Verify_Completion_ofHealthcare_Services,,,,,
Burn_Care,Provide_burn_care,Dermatology,Verify_Eligibility_for_Benefit_Servces,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Document_Care_Plans_and_Delivery_of_Service,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Evaluate_Beneficiary_Health_Status,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Beneficiary_Encounter,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Orders_and_Referrals,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Health_Summary_and_Comprehensive_Health_Record,,,,,
Burn_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Patient_History,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Assess_Stratified_Population_Health_Status,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,"Develop_and_Implement_Measurement_Data_Collection,_Analysis,_and_Reporting_Procedures",,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Notify_Population_of_Health_Risks,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Perform_surveillance_of_Disease_Non-Battle_Injury_(DNBI),,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Disease_Outbreak_Detection,,,,,
Intensive_Care,Ability_to_have_ongoing_Critical_Incident_Monitoring_and_Quality_Improvement,EHRD_Health_Surveillance,Provide_Environmental_and_Occupational_Health_Hazard_Monitoring,,,,,
