Capability,Task,BusinessProcess,Activity,SupportLevel,CustomizationEffort,System,Comments,Vendor,C:\Users\ksmart\workspace64bit\SEMOSS\db\VendorSelection\BusinessActivity.prop
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Manage_and_Report_Incidents,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Meet_Regulatory_Requirements,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Medical_Performance,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Performance_Against_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,Supports with configuration,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Performance_Management,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Plan_Medical_Mission,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Plan_Treatment,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,ProvideCare_Coordination,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Automation_and_Help_Desk_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Care_Education,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Beneficiary_Education_and_Online_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Care_Management_and_Social_Work_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Contracting_Services_Support,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Health_Care_System_evaluation_and_Planning,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Health_Maintenance,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Optimum_Beneficiary_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Quality_Improvement_management,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Recorded_Patient_Specific_Instructions,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Provide_Targeted_Population_Health_and_Educational_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Research_Internal-External_Care_Models_and_Best_Practices,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Rewards_and_Incentives_for_Compliance_to_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,"Incorporate_advanced_capabilities_as_they_become_available,_including_identification_of_candidates_for_limb_transplantation",Manage_Quality_of_Care,Verify_Completion_ofHealthcare_Services,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Document_Care_Plans_and_Delivery_of_Service,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Health_Summary_and_Comprehensive_Health_Record,Supports out of box,16,Procyon 15X,,Procyon,
Amputee_Care,Provide_holistic_rehabilitation_treatment,Manage_Care,Obtain_Patient_History,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,ApplyBeneficiary_Care_Management_Guidelines,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Assess_Appropriate_Beneficiary_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Coordinate_Workflow_and_Case_Management_Procedures,Supports with configuration,32,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Direct_Care_Record_Management_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Document_Care_Plans_and_Delivery_of_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Evaluate_Beneficiary_Health_Status,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Initiate_Care_Plan_and_Perform_Intervention_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Manage_Orders_and_Referrals,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Monitor_Health_Status_and_Progress,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Provide_Appropriate_Level_of_Care_and_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Provide_Direct_Care_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Coordinate_all_medical_and_therapeutic_services,Clinical_Case_Management,Verify_Completion_ofHealthcare_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,"Develop_and_Implement_Measurement_Data_Collection,_Analysis,_and_Reporting_Procedures",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Identify_Appropriate_Performance_Measures_and_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Initiate_Care_Plan_and_Perform_Intervention_Service,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Manage_Radiation_Control_Program,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Manage_and_Report_Incidents,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Monitor_Process_and_Performance_Indicators,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Monitor_and_Report_Compliance_to_Standards_and_Outcomes,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,"Establish_a_registry_for_those_beneficiaries_with_skin,_deep_tissue_or_respiratory_burns",Patient_Safety_and_Reporting,Provide_Policy_and_Procedures_for_Anesthesia_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Access_Appropriate_Guidelines,_Protocols_to_Determine_Most_Appropriate_Intervention",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Administer_Managed_Care_Contracts,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Collaborate_and_Partner_with_Beneficiary,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Coordinate_Veterans_National_Communication_Outreach,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Care_Models_and_Management_Programs_for_Targeted_Populations,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Evidenced-_Based_Protocols_and_Condition_Guidelines,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Implementation_Process_for_Population_Health_ManagementPrograms,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Develop_Standards_for_Process,_Clinical_Outcomes_and_Metrics",Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Develop_Tools_and_Models_for_Care_Management_Initiatives,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Direct_Care_Record_Management_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Identify_Appropriate_Performance_Measures_and_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Identify_Initiatives_for_High_Prioritized_Populations,Supports with configuration,32,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Implement_Performance_Measures_and_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Maintain_Beneficiary_Health_Profile,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,"Maintain_Policies,_Procedures_and_Monitoring_of_Care_Issues",Does not support,0,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Beneficiary_Encounter,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Capitation,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_Health_Benefit_Programs,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Manage_and_Report_Incidents,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Market_Services_to_Beneficiary_Eligible_Population,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Meet_Regulatory_Requirements,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Medical_Performance,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Performance_Against_Standards,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_Process_and_Performance_Indicators,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Monitor_and_Ensure_Quality_and_Appropriateness_of_Services,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Operate_National_Center_for_Health_Promotion_and_Disease_Prevention,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Performance_Management,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Plan_Medical_Mission,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,Plan_Treatment,Supports out of box,16,Procyon 15X,,Procyon,
Burn_Care,Incorporate_advanced_capabilities_as_they_become_available,Manage_Quality_of_Care,ProvideCare_Coordination,Supports out of box,16,Procyon 15X,,Procyon,
